Platform ID No.,Platform,Prg No.,Pass dur. (s),Msg Date,Sat.,Alarm,Format name,Loc. date,Longitude,Latitude,Altitude,Heading,Speed,Loc. quality,Frequency,Long. 1,Lat. sol. 1,Long. 2,Lat. sol. 2,Loc. idx,Nopc,Comp.,Msg,> - 120 DB,Best level,Delta freq.,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,SENSOR 01,SENSOR 02,SENSOR 03,SENSOR 04,SENSOR 05,SENSOR 06,SENSOR 07
34418,,6298,481,20-08-2017 18:25:44,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,02,C8,24,EE,E4,AF,F6
34418,,6298,481,20-08-2017 18:26:38,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,03,09,5E,54,1F,32,9A
34407,,6298,426,20-08-2017 18:27:03,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,00,01,35,34,F6,24,22
34403,,6298,240,20-08-2017 18:27:14,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:43,27.60078,44.59871,0.047,,,1,401663553.84,27.60078,44.59871,27.60078,44.59871,46,3,1,4,0,-120,663553.8,1091,2385,498,99,274,00,01,A5,A4,03,A4,E4
34418,,6298,481,20-08-2017 18:27:44,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,00,01,F3,F2,CE,54,DF
34407,,6298,426,20-08-2017 18:28:09,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,01,3D,B5,89,8D,A8,57
34400,,6298,604,20-08-2017 18:28:10,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:36,27.5973,44.59448,0.046,,,1,401663697.16,27.5973,44.59448,27.5973,44.59448,45,3,1,8,0,-120,663697.2,1354,5332,343,76,203,00,01,BE,BF,A6,39,8A
34403,,6298,240,20-08-2017 18:28:13,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:43,27.60078,44.59871,0.047,,,1,401663553.84,27.60078,44.59871,27.60078,44.59871,46,3,1,4,0,-120,663553.8,1091,2385,498,99,274,01,38,C6,FF,A8,27,57
34418,,6298,481,20-08-2017 18:28:44,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,01,3E,15,2A,D5,0B,5D
34406,,6298,543,20-08-2017 18:28:59,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:57,27.61648,44.60017,0.049,,,1,401663979.08,27.61648,44.60017,38.44308,46.73792,50,2,1,7,0,-120,663979.1,1318,6126,283,74,388,02,CD,24,EF,89,73,FE
34407,,6298,426,20-08-2017 18:29:09,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,02,CC,24,EA,F4,98,6D
34400,,6298,604,20-08-2017 18:29:10,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:36,27.5973,44.59448,0.046,,,1,401663697.16,27.5973,44.59448,27.5973,44.59448,45,3,1,8,0,-120,663697.2,1354,5332,343,76,203,01,3E,29,16,9B,2F,36
34418,,6298,481,20-08-2017 18:29:43,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,02,C8,24,EE,B5,48,3A
34406,,6298,543,20-08-2017 18:30:01,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:57,27.61648,44.60017,0.049,,,1,401663979.08,27.61648,44.60017,38.44308,46.73792,50,2,1,7,0,-120,663979.1,1318,6126,283,74,388,03,09,5E,54,D7,F1,11
34400,,6298,604,20-08-2017 18:30:06,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:36,27.5973,44.59448,0.046,,,1,401663697.16,27.5973,44.59448,27.5973,44.59448,45,3,1,8,0,-120,663697.2,1354,5332,343,76,203,02,CA,24,EC,A4,D4,C7
34407,,6298,426,20-08-2017 18:30:07,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,03,09,5E,54,8E,B5,DC
34403,,6298,240,20-08-2017 18:30:14,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:43,27.60078,44.59871,0.047,,,1,401663553.84,27.60078,44.59871,27.60078,44.59871,46,3,1,4,0,-120,663553.8,1091,2385,498,99,274,03,08,8D,86,DF,6F,B9
34418,,6298,481,20-08-2017 18:30:45,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,03,09,5E,54,D7,4D,55
34406,,6298,543,20-08-2017 18:30:55,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:57,27.61648,44.60017,0.049,,,1,401663979.08,27.61648,44.60017,38.44308,46.73792,50,2,1,7,0,-120,663979.1,1318,6126,283,74,388,00,01,84,85,AB,B3,C4
34407,,6298,426,20-08-2017 18:31:09,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,00,01,35,34,A3,43,89
34400,,6298,604,20-08-2017 18:31:10,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:36,27.5973,44.59448,0.046,,,1,401663697.16,27.5973,44.59448,27.5973,44.59448,45,3,1,8,0,-120,663697.2,1354,5332,343,76,203,03,09,62,68,16,81,EA
34403,,6298,240,20-08-2017 18:31:14,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:43,27.60078,44.59871,0.047,,,1,401663553.84,27.60078,44.59871,27.60078,44.59871,46,3,1,4,0,-120,663553.8,1091,2385,498,99,274,00,01,A5,A4,88,43,41
34418,,6298,481,20-08-2017 18:31:45,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,00,01,F3,F2,E7,94,B1
34406,,6298,543,20-08-2017 18:32:01,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:57,27.61648,44.60017,0.049,,,1,401663979.08,27.61648,44.60017,38.44308,46.73792,50,2,1,7,0,-120,663979.1,1318,6126,283,74,388,01,3D,E2,DE,A9,CC,62
34407,,6298,426,20-08-2017 18:32:09,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,01,3D,B9,85,F8,AF,55
34418,,6298,481,20-08-2017 18:32:41,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,01,3E,19,26,C1,9E,34
34406,,6298,543,20-08-2017 18:33:01,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:57,27.61648,44.60017,0.049,,,1,401663979.08,27.61648,44.60017,38.44308,46.73792,50,2,1,7,0,-120,663979.1,1318,6126,283,74,388,02,C8,21,EB,DA,6D,78
34407,,6298,426,20-08-2017 18:33:05,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,02,CA,21,E9,F2,09,05
34400,,6298,604,20-08-2017 18:33:10,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:36,27.5973,44.59448,0.046,,,1,401663697.16,27.5973,44.59448,27.5973,44.59448,45,3,1,8,0,-120,663697.2,1354,5332,343,76,203,21,36,AD,12,BB,FD,36
34418,,6298,481,20-08-2017 18:33:45,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:26:42,27.59909,44.59499,0.053,,,1,401663974.45,27.59909,44.59499,38.55425,46.74245,50,2,1,9,0,-120,663974.5,1215,3616,408,80,238,02,C8,21,EB,F7,24,37
34406,,6298,543,20-08-2017 18:34:00,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:57,27.61648,44.60017,0.049,,,1,401663979.08,27.61648,44.60017,38.44308,46.73792,50,2,1,7,0,-120,663979.1,1318,6126,283,74,388,03,09,5E,54,9E,FC,B4
34400,,6298,604,20-08-2017 18:34:08,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:24:36,27.5973,44.59448,0.046,,,1,401663697.16,27.5973,44.59448,27.5973,44.59448,45,3,1,8,0,-120,663697.2,1354,5332,343,76,203,02,CA,22,EA,C6,CC,4C
34407,,6298,426,20-08-2017 18:34:09,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 18:27:02,27.62044,44.59964,0.046,,,1,401663939.41,27.62044,44.59964,27.62044,44.59964,45,3,1,8,2,-119,663939.4,552,2050,148,82,200,03,09,5E,54,66,F8,39
34400,,6298,541,20-08-2017 19:05:11,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,01,3E,4D,72,EC,A0,5C
34403,,6298,537,20-08-2017 19:05:13,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,02,C7,1E,DB,A1,81,E2
34406,,6298,480,20-08-2017 19:06:03,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,03,09,5F,55,85,15,59
34400,,6298,541,20-08-2017 19:06:07,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,02,CA,1E,D6,B8,BA,FB
34403,,6298,537,20-08-2017 19:06:15,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,03,08,8E,85,AB,87,F7
34418,,6298,359,20-08-2017 19:06:46,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:15,27.63651,44.60646,0.047,,,3,401663998.28,27.63651,44.60646,27.63651,44.60646,56,3,1,6,0,-121,663998.3,172,431,68,86,212,03,09,5F,55,A6,01,7E
34403,,6298,537,20-08-2017 19:07:15,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,00,01,A5,A4,44,B4,FA
34418,,6298,359,20-08-2017 19:07:46,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:15,27.63651,44.60646,0.047,,,3,401663998.28,27.63651,44.60646,27.63651,44.60646,56,3,1,6,0,-121,663998.3,172,431,68,86,212,00,01,F3,F2,FF,A6,1B
34406,,6298,480,20-08-2017 19:08:03,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,01,3E,06,39,EB,AC,D6
34400,,6298,541,20-08-2017 19:08:08,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,00,01,BE,BF,ED,93,68
34407,,6298,361,20-08-2017 19:08:10,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:09:09,27.63515,44.60583,0.046,,,2,401663950.31,27.63515,44.60583,27.63515,44.60583,57,3,1,6,2,-117,663950.3,342,1631,71,82,302,01,3D,DD,E1,EB,1C,6B
34403,,6298,537,20-08-2017 19:08:11,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,01,38,EE,D7,D2,4B,84
34418,,6298,359,20-08-2017 19:08:42,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:15,27.63651,44.60646,0.047,,,3,401663998.28,27.63651,44.60646,27.63651,44.60646,56,3,1,6,0,-121,663998.3,172,431,68,86,212,01,3E,3D,02,F1,38,65
34406,,6298,480,20-08-2017 19:09:03,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,02,C8,20,EA,9C,19,2D
34407,,6298,361,20-08-2017 19:09:07,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:09:09,27.63515,44.60583,0.046,,,2,401663950.31,27.63515,44.60583,27.63515,44.60583,57,3,1,6,2,-117,663950.3,342,1631,71,82,302,02,CA,21,E9,AB,D0,63
34400,,6298,541,20-08-2017 19:09:12,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,01,3E,51,6E,E0,35,68
34403,,6298,537,20-08-2017 19:09:15,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,02,C7,1F,DA,C2,27,5B
34418,,6298,359,20-08-2017 19:09:46,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:15,27.63651,44.60646,0.047,,,3,401663998.28,27.63651,44.60646,27.63651,44.60646,56,3,1,6,0,-121,663998.3,172,431,68,86,212,02,C7,1E,DB,84,84,BA
34406,,6298,480,20-08-2017 19:10:01,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,03,09,5F,55,AB,27,D5
34400,,6298,541,20-08-2017 19:10:10,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,02,CA,1F,D7,C7,81,9A
34403,,6298,537,20-08-2017 19:10:11,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,03,08,8E,85,A6,CE,8D
34407,,6298,361,20-08-2017 19:10:11,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:09:09,27.63515,44.60583,0.046,,,2,401663950.31,27.63515,44.60583,27.63515,44.60583,57,3,1,6,2,-117,663950.3,342,1631,71,82,302,03,09,5F,55,80,F1,D5
34406,,6298,480,20-08-2017 19:11:03,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,00,01,84,85,C7,E4,ED
34400,,6298,541,20-08-2017 19:11:12,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,03,09,63,69,DC,E9,A5
34403,,6298,537,20-08-2017 19:11:15,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,00,01,A5,A4,DA,BF,78
34418,,6298,359,20-08-2017 19:11:46,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:15,27.63651,44.60646,0.047,,,3,401663998.28,27.63651,44.60646,27.63651,44.60646,56,3,1,6,0,-121,663998.3,172,431,68,86,212,00,01,F3,F2,B7,48,A6
34406,,6298,480,20-08-2017 19:12:03,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,01,3E,0A,35,8F,72,A5
34407,,6298,361,20-08-2017 19:12:11,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:09:09,27.63515,44.60583,0.046,,,2,401663950.31,27.63515,44.60583,27.63515,44.60583,57,3,1,6,2,-117,663950.3,342,1631,71,82,302,01,3D,E1,DD,1F,A6,B5
34403,,6298,537,20-08-2017 19:12:14,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,01,38,F2,CB,B4,8E,94
34418,,6298,359,20-08-2017 19:12:45,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:15,27.63651,44.60646,0.047,,,3,401663998.28,27.63651,44.60646,27.63651,44.60646,56,3,1,6,0,-121,663998.3,172,431,68,86,212,81,3E,41,7E,EA,DA,E5
34406,,6298,480,20-08-2017 19:12:59,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,02,C8,1F,D5,B0,FD,05
34407,,6298,361,20-08-2017 19:13:09,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:09:09,27.63515,44.60583,0.046,,,2,401663950.31,27.63515,44.60583,27.63515,44.60583,57,3,1,6,2,-117,663950.3,342,1631,71,82,302,02,CA,1F,D7,C9,34,E0
34403,,6298,537,20-08-2017 19:13:16,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,02,C7,1F,DA,9D,D7,5B
34406,,6298,480,20-08-2017 19:14:03,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:08:17,27.63426,44.60715,0.045,,,3,401663988.54,27.63426,44.60715,27.63426,44.60715,58,3,1,8,0,-120,663988.5,148,273,79,73,233,02,09,5F,55,9C,17,00
34403,,6298,537,20-08-2017 19:14:10,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:43,27.6346,44.60162,0.049,,,3,401663587.57,27.6346,44.60162,27.6346,44.60162,56,3,1,10,0,-120,663587.6,142,274,73,67,196,03,08,8E,85,A6,D1,91
34407,,6298,361,20-08-2017 19:14:11,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:09:09,27.63515,44.60583,0.046,,,2,401663950.31,27.63515,44.60583,27.63515,44.60583,57,3,1,6,2,-117,663950.3,342,1631,71,82,302,03,09,5F,55,A3,46,B4
34400,,6298,541,20-08-2017 19:14:12,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:07:45,27.63496,44.60491,0.046,,,3,401663725.29,27.63496,44.60491,27.63496,44.60491,56,3,1,7,1,-119,663725.3,201,439,91,67,213,02,CA,1E,D6,E4,E3,96
34406,,6298,360,20-08-2017 19:30:04,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:34:33,27.6376,44.60822,0.045,,,3,401663992.25,27.6376,44.60822,27.6376,44.60822,56,3,1,5,0,-120,663992.3,185,1062,32,99,344,03,09,5F,55,0E,C0,6E
34400,,6298,358,20-08-2017 19:30:09,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:34:10,27.63207,44.60891,0.045,,,3,401663735.04,27.63207,44.60891,27.63207,44.60891,56,3,1,5,1,-117,663735,248,669,91,97,343,02,CA,1D,D5,98,29,FA
34407,,6298,299,20-08-2017 19:30:09,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:10,27.64242,44.60772,0.046,,,3,401663956.07,27.64242,44.60772,27.64242,44.60772,56,3,1,6,3,-115,663956.1,175,1323,23,103,404,03,09,5F,55,97,FC,ED
34403,,6298,301,20-08-2017 19:30:16,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:44,27.63397,44.60757,0.045,,,2,401663597.17,27.63397,44.60757,27.63397,44.60757,56,3,1,5,1,-119,663597.2,257,1648,39,102,387,03,08,8E,85,E9,67,E8
34418,,6298,237,20-08-2017 19:30:47,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:26,27.63625,44.60783,0.045,,,3,401664004.99,27.63625,44.60783,27.63625,44.60783,66,3,1,4,2,-117,664005,243,2633,22,103,625,03,09,5F,55,FB,11,19
34407,,6298,299,20-08-2017 19:31:12,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:10,27.64242,44.60772,0.046,,,3,401663956.07,27.64242,44.60772,27.64242,44.60772,56,3,1,6,3,-115,663956.1,175,1323,23,103,404,00,01,35,34,D8,52,C9
34418,,6298,237,20-08-2017 19:31:47,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:26,27.63625,44.60783,0.045,,,3,401664004.99,27.63625,44.60783,27.63625,44.60783,66,3,1,4,2,-117,664005,243,2633,22,103,625,00,01,F3,F2,E9,6A,06
34400,,6298,358,20-08-2017 19:32:09,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:34:10,27.63207,44.60891,0.045,,,3,401663735.04,27.63207,44.60891,27.63207,44.60891,56,3,1,5,1,-117,663735,248,669,91,97,343,00,01,BE,BF,FC,4B,C7
34407,,6298,299,20-08-2017 19:32:12,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:10,27.64242,44.60772,0.046,,,3,401663956.07,27.64242,44.60772,27.64242,44.60772,56,3,1,6,3,-115,663956.1,175,1323,23,103,404,01,3D,F5,C9,D8,EE,F7
34403,,6298,301,20-08-2017 19:32:13,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:44,27.63397,44.60757,0.045,,,2,401663597.17,27.63397,44.60757,27.63397,44.60757,56,3,1,5,1,-119,663597.2,257,1648,39,102,387,01,39,06,3E,FB,F9,BB
34406,,6298,360,20-08-2017 19:33:04,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:34:33,27.6376,44.60822,0.045,,,3,401663992.25,27.6376,44.60822,27.6376,44.60822,56,3,1,5,0,-120,663992.3,185,1062,32,99,344,02,C8,1C,D6,97,EC,07
34407,,6298,299,20-08-2017 19:33:08,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:10,27.64242,44.60772,0.046,,,3,401663956.07,27.64242,44.60772,27.64242,44.60772,56,3,1,6,3,-115,663956.1,175,1323,23,103,404,02,CA,1C,D4,A1,F1,88
34400,,6298,358,20-08-2017 19:33:13,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:34:10,27.63207,44.60891,0.045,,,3,401663735.04,27.63207,44.60891,27.63207,44.60891,56,3,1,5,1,-117,663735,248,669,91,97,343,01,BE,69,56,80,ED,E1
34403,,6298,301,20-08-2017 19:33:17,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:44,27.63397,44.60757,0.045,,,2,401663597.17,27.63397,44.60757,27.63397,44.60757,56,3,1,5,1,-119,663597.2,257,1648,39,102,387,02,C7,1D,D8,C4,9E,3E
34418,,6298,237,20-08-2017 19:33:47,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:26,27.63625,44.60783,0.045,,,3,401664004.99,27.63625,44.60783,27.63625,44.60783,66,3,1,4,2,-117,664005,243,2633,22,103,625,02,C7,1C,D9,BF,9F,39
34406,,6298,360,20-08-2017 19:34:02,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:34:33,27.6376,44.60822,0.045,,,3,401663992.25,27.6376,44.60822,27.6376,44.60822,56,3,1,5,0,-120,663992.3,185,1062,32,99,344,03,09,5F,55,F6,BE,8E
34407,,6298,299,20-08-2017 19:34:12,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,20-08-2017 19:33:10,27.64242,44.60772,0.046,,,3,401663956.07,27.64242,44.60772,27.64242,44.60772,56,3,1,6,3,-115,663956.1,175,1323,23,103,404,03,09,5F,55,91,B0,77
