Platform ID No.,Platform,Prg No.,Pass dur. (s),Msg Date,Sat.,Alarm,Format name,Loc. date,Longitude,Latitude,Altitude,Heading,Speed,Loc. quality,Frequency,Long. 1,Lat. sol. 1,Long. 2,Lat. sol. 2,Loc. idx,Nopc,Comp.,Msg,> - 120 DB,Best level,Delta freq.,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,SENSOR 01,SENSOR 02,SENSOR 03,SENSOR 04,SENSOR 05,SENSOR 06,SENSOR 07
34403,,6298,482,07-08-2017 09:08:54,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,03,06,9C,99,A8,DA,DE
34406,,6298,54,07-08-2017 09:09:43,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:09:42,22.37922,44.67481,0.109,,,B,401664005.88,22.37922,44.67481,22.37922,44.67481,8,3,1,2,0,-124,664005.9,3732,26255,530,113,3692,00,01,75,74,9E,1E,5C
34403,,6298,482,07-08-2017 09:09:56,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,00,01,B7,B6,AC,CC,CC
34418,,6298,479,07-08-2017 09:10:00,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:31,22.33816,44.69487,0.189,,,1,401664012.88,22.33816,44.69487,22.33816,44.69487,47,3,1,5,0,-121,664012.9,515,666,397,114,227,00,01,89,88,BF,D7,1D
34400,,6298,420,07-08-2017 09:10:08,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:14:07,22.3372,44.67654,0.106,,,2,401663731.36,22.3372,44.67654,22.3372,44.67654,58,3,1,4,0,-127,663731.4,358,548,234,154,358,00,01,B1,B0,A0,89,E7
34403,,6298,482,07-08-2017 09:10:56,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,01,2D,CF,E3,8B,6D,AB
34418,,6298,479,07-08-2017 09:11:02,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:31,22.33816,44.69487,0.189,,,1,401664012.88,22.33816,44.69487,22.33816,44.69487,47,3,1,5,0,-121,664012.9,515,666,397,114,227,01,60,00,3C,1F,07,C0
34403,,6298,482,07-08-2017 09:11:52,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,02,C8,1D,D7,83,AC,7D
34418,,6298,479,07-08-2017 09:14:03,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:31,22.33816,44.69487,0.189,,,1,401664012.88,22.33816,44.69487,22.33816,44.69487,47,3,1,5,0,-121,664012.9,515,666,397,114,227,00,01,8F,8E,E7,21,52
34400,,6298,420,07-08-2017 09:14:10,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:14:07,22.3372,44.67654,0.106,,,2,401663731.36,22.3372,44.67654,22.3372,44.67654,58,3,1,4,0,-127,663731.4,358,548,234,154,358,00,01,C5,C4,9E,A6,21
34403,,6298,482,07-08-2017 09:14:56,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,01,2D,D3,FF,9C,29,20
34418,,6298,479,07-08-2017 09:15:01,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:31,22.33816,44.69487,0.189,,,1,401664012.88,22.33816,44.69487,22.33816,44.69487,47,3,1,5,0,-121,664012.9,515,666,397,114,227,01,33,A9,9B,A7,BE,F3
34400,,6298,420,07-08-2017 09:15:06,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:14:07,22.3372,44.67654,0.106,,,2,401663731.36,22.3372,44.67654,22.3372,44.67654,58,3,1,4,0,-127,663731.4,358,548,234,154,358,01,33,4C,7E,AC,5C,51
34403,,6298,482,07-08-2017 09:15:54,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,02,C8,1D,D7,B1,74,5F
34403,,6298,482,07-08-2017 09:16:56,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:12:46,22.33702,44.6871,0.171,,,1,401663613.76,22.33702,44.6871,22.33702,44.6871,48,3,1,7,0,-123,663613.8,642,1219,337,125,210,03,06,9C,99,CC,87,D0
34400,,6298,420,07-08-2017 09:17:08,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 09:14:07,22.3372,44.67654,0.106,,,2,401663731.36,22.3372,44.67654,22.3372,44.67654,58,3,1,4,0,-127,663731.4,358,548,234,154,358,03,07,71,75,9E,0A,09
34406,,6298,0,07-08-2017 10:16:52,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 10:16:51,22.40401,44.66591,0.321,,,B,401663997.67,22.40401,44.66591,22.40401,44.66591,8,3,1,1,0,-130,663997.7,7095,9382,5366,87,7025,03,07,6E,6A,D9,85,6B
34403,,6298,0,07-08-2017 10:16:59,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 10:16:58,22.32789,44.7042,0.347,,,B,401663626.98,22.32789,44.7042,22.32789,44.7042,7,3,1,1,0,-130,663627,13340,19195,9270,87,4882,03,06,9D,98,93,76,C5
34418,,6298,0,07-08-2017 10:18:02,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 10:18:01,22.40826,44.68493,0.122,,,B,401664009.17,22.40826,44.68493,22.40826,44.68493,8,3,1,1,0,-133,664009.2,11375,16060,8057,88,4980,00,01,BA,BB,90,56,89
34400,,6298,240,07-08-2017 11:02:15,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:05:44,22.46972,44.70585,0.163,,,A,401663712.25,22.46972,44.70585,22.46972,44.70585,8,3,1,3,1,-119,663712.3,1638,24337,110,86,2062,00,01,69,68,A3,81,F6
34418,,6298,0,07-08-2017 11:03:06,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:03:05,22.45321,44.68163,0.413,,,B,401663988.02,22.45321,44.68163,22.45321,44.68163,8,3,1,1,0,-124,663988,12081,16986,8591,88,6478,01,34,15,,,,
34400,,6298,240,07-08-2017 11:05:13,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:05:44,22.46972,44.70585,0.163,,,A,401663712.25,22.46972,44.70585,22.46972,44.70585,8,3,1,3,1,-119,663712.3,1638,24337,110,86,2062,03,07,73,77,95,82,16
34406,,6298,64,07-08-2017 11:05:50,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:06:22,22.3866,44.69582,0.202,,,B,401663988.27,22.3866,44.69582,22.3866,44.69582,8,3,1,2,0,-125,663988.3,2279,62798,82,99,5456,00,01,3E,3F,EC,5B,9D
34400,,6298,240,07-08-2017 11:06:15,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:05:44,22.46972,44.70585,0.163,,,A,401663712.25,22.46972,44.70585,22.46972,44.70585,8,3,1,3,1,-119,663712.3,1638,24337,110,86,2062,00,01,83,82,DB,2C,F5
34406,,6298,64,07-08-2017 11:06:54,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:06:22,22.3866,44.69582,0.202,,,B,401663988.27,22.3866,44.69582,22.3866,44.69582,8,3,1,2,0,-125,663988.3,2279,62798,82,99,5456,01,33,DD,FF,E6,DC,66
34407,,6298,0,07-08-2017 11:09:50,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:09:49,22.37849,44.68475,0.151,,,B,401663951.69,22.37849,44.68475,22.37849,44.68475,8,3,1,1,1,-116,663951.7,2455,5237,1151,110,6940,00,01,BE,BF,91,86,C2
34403,,6298,0,07-08-2017 11:10:01,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 11:10:01,22.36222,44.72399,0.223,,,B,401663604.72,22.36222,44.72399,22.36222,44.72399,8,3,1,1,0,-121,663604.7,14802,21781,10058,108,5934,00,01,F2,F3,DB,73,ED
34400,,6298,358,07-08-2017 12:01:14,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:03:14,22.31804,44.63587,0.504,,,A,401663734.52,22.31804,44.63587,22.31804,44.63587,8,3,1,3,0,-127,663734.5,562,5754,54,118,949,03,07,74,70,DE,E8,5A
34407,,6298,300,07-08-2017 12:01:52,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:04:20,22.32592,44.63707,0.450,,,1,401663963.77,22.32592,44.63707,22.32592,44.63707,57,3,1,4,0,-127,663963.8,920,6051,139,110,525,00,01,03,,,,
34403,,6298,304,07-08-2017 12:02:00,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:04:31,22.33318,44.63475,0.460,,,B,401663607.74,22.33318,44.63475,22.33318,44.63475,8,3,1,2,0,-130,663607.7,6161,405968,93,107,5287,00,01,EA,EB,E8,B4,92
34407,,6298,300,07-08-2017 12:03:52,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:04:20,22.32592,44.63707,0.450,,,1,401663963.77,22.32592,44.63707,22.32592,44.63707,57,3,1,4,0,-127,663963.8,920,6051,139,110,525,02,CC,1D,D3,91,A4,88
34406,,6298,0,07-08-2017 12:03:53,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:03:52,22.36484,44.68617,0.109,,,B,401664024.10,22.36484,44.68617,22.36484,44.68617,6,3,1,1,0,-129,664024.1,4675,14419,1515,99,7033,02,C9,1E,D5,B2,63,6F
34407,,6298,300,07-08-2017 12:04:46,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:04:20,22.32592,44.63707,0.450,,,1,401663963.77,22.32592,44.63707,22.32592,44.63707,57,3,1,4,0,-127,663963.8,920,6051,139,110,525,2B,05,70,F4,0B,04,44
34418,,6298,0,07-08-2017 12:05:11,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:05:10,22.52319,44.67732,0.215,,,B,401664005.15,22.52319,44.67732,22.52319,44.67732,8,3,1,1,0,-128,664005.2,14514,22168,9503,86,7783,03,07,70,74,B7,C3,BC
34400,,6298,358,07-08-2017 12:05:16,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:03:14,22.31804,44.63587,0.504,,,A,401663734.52,22.31804,44.63587,22.31804,44.63587,8,3,1,3,0,-127,663734.5,562,5754,54,118,949,03,07,74,70,9C,E3,9B
34407,,6298,300,07-08-2017 12:06:52,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:04:20,22.32592,44.63707,0.450,,,1,401663963.77,22.32592,44.63707,22.32592,44.63707,57,3,1,4,0,-127,663963.8,920,6051,139,110,525,01,33,F6,C4,9F,B3,C7
34403,,6298,304,07-08-2017 12:07:04,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:04:31,22.33318,44.63475,0.460,,,B,401663607.74,22.33318,44.63475,22.33318,44.63475,8,3,1,2,0,-130,663607.7,6161,405968,93,107,5287,01,2E,7F,50,87,D1,A9
34400,,6298,358,07-08-2017 12:07:12,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:03:14,22.31804,44.63587,0.504,,,A,401663734.52,22.31804,44.63587,22.31804,44.63587,8,3,1,3,0,-127,663734.5,562,5754,54,118,949,01,33,F8,CA,A9,7B,E0
34407,,6298,0,07-08-2017 12:49:55,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:49:54,22.32113,44.64512,0.518,,,B,401663923.70,22.32113,44.64512,22.32113,44.64512,8,3,1,1,0,-129,663923.7,4921,7839,3088,91,3990,00,01,C3,C2,89,88,19
34418,,6298,0,07-08-2017 12:52:13,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:52:12,22.45163,44.682,0.433,,,B,401663946.91,22.45163,44.682,22.45163,44.682,8,3,1,1,0,-125,663946.9,4238,10068,1783,91,11985,02,CA,25,ED,83,48,3C
34400,,6298,0,07-08-2017 12:52:20,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,07-08-2017 12:52:20,22.29709,44.63767,0.117,,,B,401663667.96,22.29709,44.63767,22.29709,44.63767,8,3,1,1,0,-125,663668,9025,13191,6174,91,4358,02,CC,24,EA,D1,17,B2
34400,,6298,600,08-08-2017 06:40:56,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,02,C9,16,DD,CB,59,3E
34403,,6298,536,08-08-2017 06:42:14,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:13,22.42506,44.67181,0.375,,,A,401663647.03,22.42506,44.67181,22.42506,44.67181,0,3,1,3,0,-125,663647,607,1303,283,75,425,23,07,0A,,,,
34400,,6298,600,08-08-2017 06:44:00,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,07,34,4B,3C,C4,77,25
34418,,6298,480,08-08-2017 06:44:07,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:44:06,22.39478,44.65057,0.499,,,0,401664017.53,22.39478,44.65057,22.39478,44.65057,40,3,1,4,0,-129,664017.5,3453,4965,2401,16,455,01,24,A5,90,E2,0D,00
34400,,6298,600,08-08-2017 06:44:54,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,02,C9,15,DE,94,43,DA
34400,,6298,600,08-08-2017 06:47:58,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,01,34,4D,78,83,2B,E6
34403,,6298,536,08-08-2017 06:48:12,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:13,22.42506,44.67181,0.375,,,A,401663647.03,22.42506,44.67181,22.42506,44.67181,0,3,1,3,0,-125,663647,607,1303,283,75,425,01,2E,D3,FC,A3,A5,85
34400,,6298,600,08-08-2017 06:49:00,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,02,89,14,DF,BE,3B,F7
34418,,6298,480,08-08-2017 06:49:05,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:44:06,22.39478,44.65057,0.499,,,0,401664017.53,22.39478,44.65057,22.39478,44.65057,40,3,1,4,0,-129,664017.5,3453,4965,2401,16,455,02,C6,14,D0,8E,73,70
34407,,6298,180,08-08-2017 06:49:27,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:50:46,22.72062,44.58604,0.094,,,A,401663927.53,22.72062,44.58604,22.72062,44.58604,0,3,1,3,0,-126,663927.5,5038,80629,314,100,5272,02,CA,14,DC,EE,C9,DD
34400,,6298,600,08-08-2017 06:50:00,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,03,07,87,83,A8,B3,A4
34418,,6298,480,08-08-2017 06:50:07,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:44:06,22.39478,44.65057,0.499,,,0,401664017.53,22.39478,44.65057,22.39478,44.65057,40,3,1,4,0,-129,664017.5,3453,4965,2401,16,455,03,07,83,87,CE,F7,66
34407,,6298,180,08-08-2017 06:50:27,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:50:46,22.72062,44.58604,0.094,,,A,401663927.53,22.72062,44.58604,22.72062,44.58604,0,3,1,3,0,-126,663927.5,5038,80629,314,100,5272,03,07,83,87,0E,43,36
34400,,6298,600,08-08-2017 06:50:56,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:28,22.39851,44.6794,0.107,,,2,401663778.17,22.39851,44.6794,22.39851,44.6794,50,3,1,7,0,-122,663778.2,485,669,352,65,255,00,01,C9,C8,E6,17,E3
34403,,6298,536,08-08-2017 06:51:10,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:42:13,22.42506,44.67181,0.375,,,A,401663647.03,22.42506,44.67181,22.42506,44.67181,0,3,1,3,0,-125,663647,607,1303,283,75,425,00,01,9D,9C,DB,A1,9D
34406,,6298,60,08-08-2017 06:51:23,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:51:53,22.28608,44.59279,0.786,,,B,401663981.77,22.28608,44.59279,22.28608,44.59279,0,3,1,2,0,-128,663981.8,11156,132726,937,92,15348,00,01,AF,1C,10,6E,DD
34418,,6298,480,08-08-2017 06:52:07,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:44:06,22.39478,44.65057,0.499,,,0,401664017.53,22.39478,44.65057,22.39478,44.65057,40,3,1,4,0,-129,664017.5,3453,4965,2401,16,455,01,34,FD,0A,AA,AA,AF
34406,,6298,60,08-08-2017 06:52:23,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:51:53,22.28608,44.59279,0.786,,,B,401663981.77,22.28608,44.59279,22.28608,44.59279,0,3,1,2,0,-128,663981.8,11156,132726,937,92,15348,03,38,F0,65,B7,80,E5
34407,,6298,180,08-08-2017 06:52:27,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:50:46,22.72062,44.58604,0.094,,,A,401663927.53,22.72062,44.58604,22.72062,44.58604,0,3,1,3,0,-126,663927.5,5038,80629,314,100,5272,01,34,4D,78,E8,D9,E0
34418,,6298,479,08-08-2017 06:53:07,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:50,22.36682,44.68464,0.110,,,0,401664028.97,22.36682,44.68464,22.36682,44.68464,46,3,1,4,0,-121,664029,4205,98068,180,79,1196,02,C6,15,D1,89,D9,5B
34403,,6298,485,08-08-2017 06:53:10,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:03,22.36054,44.68278,0.107,,,0,401663648.31,22.36054,44.68278,22.36054,44.68278,46,3,1,6,0,-122,663648.3,3267,80918,131,80,1097,02,C6,15,D1,B3,FF,6E
34403,,6298,485,08-08-2017 06:54:14,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:03,22.36054,44.68278,0.107,,,0,401663648.31,22.36054,44.68278,22.36054,44.68278,46,3,1,6,0,-122,663648.3,3267,80918,131,80,1097,03,07,0A,0E,9A,2C,2F
34406,,6298,301,08-08-2017 06:54:23,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:09,22.34431,44.68406,0.122,,,0,401663992.37,22.34431,44.68406,22.34431,44.68406,56,3,1,5,0,-120,663992.4,3760,156894,90,80,2286,03,07,83,87,BA,AA,30
34407,,6298,300,08-08-2017 06:54:27,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:56:55,22.4001,44.6934,0.113,,,0,401663966.10,22.4001,44.6934,22.4001,44.6934,46,3,1,6,2,-118,663966.1,4009,101630,158,80,1211,03,07,83,87,D5,DB,7A
34407,,6298,300,08-08-2017 06:55:25,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:56:55,22.4001,44.6934,0.113,,,0,401663966.10,22.4001,44.6934,22.4001,44.6934,46,3,1,6,2,-118,663966.1,4009,101630,158,80,1211,00,01,B7,B6,A5,6E,E8
34400,,6298,238,08-08-2017 06:56:01,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:58:20,22.32583,44.67448,0.108,,,A,401663774.10,22.32583,44.67448,22.32583,44.67448,6,3,1,3,0,-120,663774.1,2914,57581,147,81,1397,31,34,55,60,C6,39,9D
34403,,6298,485,08-08-2017 06:56:14,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:03,22.36054,44.68278,0.107,,,0,401663648.31,22.36054,44.68278,22.36054,44.68278,46,3,1,6,0,-122,663648.3,3267,80918,131,80,1097,01,2E,DB,F4,8F,78,42
34406,,6298,301,08-08-2017 06:56:19,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:09,22.34431,44.68406,0.122,,,0,401663992.37,22.34431,44.68406,22.34431,44.68406,56,3,1,5,0,-120,663992.4,3760,156894,90,80,2286,01,34,74,41,9D,11,02
34407,,6298,300,08-08-2017 06:56:27,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:56:55,22.4001,44.6934,0.113,,,0,401663966.10,22.4001,44.6934,22.4001,44.6934,46,3,1,6,2,-118,663966.1,4009,101630,158,80,1211,01,34,51,64,B3,03,98
34407,,6298,300,08-08-2017 06:57:21,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:56:55,22.4001,44.6934,0.113,,,0,401663966.10,22.4001,44.6934,22.4001,44.6934,46,3,1,6,2,-118,663966.1,4009,101630,158,80,1211,02,CA,14,DC,9E,E6,7B
34406,,6298,301,08-08-2017 06:57:23,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:09,22.34431,44.68406,0.122,,,0,401663992.37,22.34431,44.68406,22.34431,44.68406,56,3,1,5,0,-120,663992.4,3760,156894,90,80,2286,02,C7,14,,,,
34418,,6298,479,08-08-2017 06:58:07,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:50,22.36682,44.68464,0.110,,,0,401664028.97,22.36682,44.68464,22.36682,44.68464,46,3,1,4,0,-121,664029,4205,98068,180,79,1196,03,07,83,87,DF,53,2B
34403,,6298,485,08-08-2017 06:58:14,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:03,22.36054,44.68278,0.107,,,0,401663648.31,22.36054,44.68278,22.36054,44.68278,46,3,1,6,0,-122,663648.3,3267,80918,131,80,1097,03,07,0A,0E,F3,01,79
34406,,6298,301,08-08-2017 06:58:20,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:09,22.34431,44.68406,0.122,,,0,401663992.37,22.34431,44.68406,22.34431,44.68406,56,3,1,5,0,-120,663992.4,3760,156894,90,80,2286,03,07,83,87,E7,03,EB
34407,,6298,300,08-08-2017 06:58:27,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:56:55,22.4001,44.6934,0.113,,,0,401663966.10,22.4001,44.6934,22.4001,44.6934,46,3,1,6,2,-118,663966.1,4009,101630,158,80,1211,03,07,83,87,CC,62,E3
34400,,6298,238,08-08-2017 06:59:01,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:58:20,22.32583,44.67448,0.108,,,A,401663774.10,22.32583,44.67448,22.32583,44.67448,6,3,1,3,0,-120,663774.1,2914,57581,147,81,1397,00,01,F9,F8,81,05,67
34418,,6298,479,08-08-2017 06:59:03,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:50,22.36682,44.68464,0.110,,,0,401664028.97,22.36682,44.68464,22.36682,44.68464,46,3,1,4,0,-121,664029,4205,98068,180,79,1196,00,01,D8,D9,C8,26,09
34403,,6298,485,08-08-2017 06:59:15,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:03,22.36054,44.68278,0.107,,,0,401663648.31,22.36054,44.68278,22.36054,44.68278,46,3,1,6,0,-122,663648.3,3267,80918,131,80,1097,00,01,97,B6,EE,78,F7
34406,,6298,301,08-08-2017 06:59:24,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:09,22.34431,44.68406,0.122,,,0,401663992.37,22.34431,44.68406,22.34431,44.68406,56,3,1,5,0,-120,663992.4,3760,156894,90,80,2286,00,01,FD,FC,8C,24,2D
34407,,6298,300,08-08-2017 06:59:27,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:56:55,22.4001,44.6934,0.113,,,0,401663966.10,22.4001,44.6934,22.4001,44.6934,46,3,1,6,2,-118,663966.1,4009,101630,158,80,1211,00,01,C5,C4,33,6D,18
34400,,6298,238,08-08-2017 06:59:59,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:58:20,22.32583,44.67448,0.108,,,A,401663774.10,22.32583,44.67448,22.32583,44.67448,6,3,1,3,0,-120,663774.1,2914,57581,147,81,1397,01,34,59,6C,91,B9,4F
34418,,6298,479,08-08-2017 07:01:06,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:50,22.36682,44.68464,0.110,,,0,401664028.97,22.36682,44.68464,22.36682,44.68464,46,3,1,4,0,-121,664029,4205,98068,180,79,1196,02,C6,55,D1,8F,13,31
34403,,6298,485,08-08-2017 07:01:15,SR,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 06:57:03,22.36054,44.68278,0.107,,,0,401663648.31,22.36054,44.68278,22.36054,44.68278,46,3,1,6,0,-122,663648.3,3267,80918,131,80,1097,02,C6,16,D2,D8,C7,50
34406,,6298,0,08-08-2017 07:05:22,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 07:05:21,22.34529,44.68327,0.117,,,B,401664000.68,22.34529,44.68327,22.34529,44.68327,6,2,1,1,0,-127,664000.7,3640,10696,1238,81,2886,02,C7,15,D0,F7,06,94
34418,,6298,116,08-08-2017 07:07:08,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 07:08:06,22.33363,44.68598,0.194,,,A,401664038.15,22.33363,44.68598,22.33363,44.68598,6,2,1,3,0,-124,664038.2,2367,8941,626,58,1464,00,01,0D,0C,F1,09,04
34403,,6298,0,08-08-2017 07:07:13,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,08-08-2017 07:07:12,22.35999,44.68167,0.102,,,B,401663654.69,22.35999,44.68167,22.35999,44.68167,6,2,1,1,0,-124,663654.7,5293,9757,2871,85,2220,00,01,DB,DA,B9,9D,B5
